Date,Street,OffenseCategory,Lat,Lon
01/05/2000,BUCK JONES RD,Motor Vehicle Theft,35.7686,-78.7397
01/21/2000,REED ST,Drugs,35.7902,-78.7629
01/31/2000,CROSSROADS BLVD,Larceny,35.7604,-78.7391
02/16/2000,CROSSROADS BLVD,Larceny,35.7604,-78.7391
02/18/2000,E CHATHAM ST,Drugs,35.7922,-78.7669
02/21/2000,LUDINGTON CT,Robbery,35.8111,-78.7806
02/25/2000,E CHATHAM ST,Drugs,35.7922,-78.7669
02/29/2000,CROSSROADS BLVD,Fraud,35.7604,-78.7391
02/29/2000,CROSSROADS BLVD,Larceny,35.7604,-78.7391
03/19/2000,OLD APEX RD,Aggravated Assault,35.7688,-78.8074
03/20/2000,BARGATE DR,Burglary,35.7665,-78.7897
03/27/2000,WATERFORD FOREST CIR,Motor Vehicle Theft,35.7853,-78.8083
04/01/2000,WESTPORT DR,Robbery,35.7517,-78.7803
04/01/2000,WESTPORT DR,Simple Assault,35.7517,-78.7803
04/12/2000,HIDDEN OAKS DR,Larceny,35.8043,-78.7774
04/17/2000,BUCKINGHAM CT,Larceny,35.7800,-78.7938
04/18/2000,GLENDON WAY,Larceny,35.7997,-78.8732
04/23/2000,HARLON DR,Motor Vehicle Theft,35.7684,-78.7471
04/26/2000,CRICKETFIELD LN,Larceny,35.7403,-78.7499
04/27/2000,TWIN OAKS PL,Fraud,35.7630,-78.7856
05/05/2000,GLEN ECHO LN,Larceny,35.7315,-78.7757
05/08/2000,PENNSBURY CT,Fraud,35.7709,-78.8389
05/23/2000,REED ST,Simple Assault,35.7875,-78.7622
06/01/2000,WILKINSON AV,Sex Offenses,35.7895,-78.7795
06/02/2000,E PARK ST,Larceny,35.7846,-78.7682
06/02/2000,TRYON RD,Simple Assault,35.7435,-78.7660
06/02/2000,TRYON RD,Sex Offenses,35.7435,-78.7660
06/08/2000,HAMPTON LEE CT,Larceny,35.8221,-78.7812
06/16/2000,RIDGECREST RD,Larceny,35.7840,-78.7869
06/16/2000,RIDGECREST RD,Burglary,35.7840,-78.7869
06/18/2000,RICHELIEU DR,Vandalism,35.7217,-78.7966
06/25/2000,KILBRECK DR,Larceny,35.7518,-78.8115
07/01/2000,WALDO ST,Fraud,35.7891,-78.7694
07/03/2000,BRANNIFF DR,Larceny,35.7960,-78.7698
07/05/2000,WEATHERLY PL,Vandalism,35.7305,-78.7469
07/13/2000,MERRIWOOD DR,Drugs,35.7817,-78.7630
07/22/2000,KEYSTONE DR,Simple Assault,35.8173,-78.7941
07/28/2000,FOLIAGE CIR,Larceny,35.7394,-78.7552
08/02/2000,KAREN CT,Fraud,35.7664,-78.7456
08/02/2000,KAREN CT,Fraud,35.7664,-78.7456
08/04/2000,WALNUT ST,Larceny,35.7528,-78.7442
08/07/2000,REED ST,Vandalism,35.7875,-78.7622
08/16/2000,N HARRISON AV,Fraud,35.8312,-78.7686
08/18/2000,AUTO MALL DR,Forgery,35.7402,-78.8087
08/19/2000,KILDAIRE FARM RD,Fraud,35.7602,-78.7820
09/02/2000,NC 55 HWY,Drugs,35.7854,-78.8730
09/02/2000,WALNUT ST,Forgery,35.7642,-78.7461
09/08/2000,HOGANS VALLEY WAY,Burglary,35.8079,-78.8380
09/10/2000,WALNUT ST,Fraud,35.7642,-78.7461
09/11/2000,WALNUT ST,Forgery,35.7642,-78.7461
09/15/2000,HIGH HOUSE RD,Forgery,35.7887,-78.8269
09/15/2000,MIDDLETON AV,Fraud,35.7938,-78.7939
09/16/2000,WALNUT ST,Fraud,35.7642,-78.7461
09/24/2000,TRYON RD,Fraud,35.7454,-78.7613
09/24/2000,WALNUT ST,Forgery,35.7642,-78.7461
09/25/2000,WALNUT ST,Forgery,35.7642,-78.7461
09/27/2000,HYDE PARK CT,Simple Assault,35.8059,-78.7776
09/27/2000,KAREN CT,Simple Assault,35.7670,-78.7464
10/05/2000,WALNUT ST,Forgery,35.7642,-78.7461
10/05/2000,WALNUT ST,Fraud,35.7642,-78.7461
10/09/2000,N HARRISON AV,Forgery,35.8015,-78.7845
10/09/2000,N HARRISON AV,Fraud,35.8015,-78.7845
10/13/2000,KILDAIRE FARM RD,Fraud,35.7704,-78.7822
10/15/2000,SUTERLAND RD,Simple Assault,35.7577,-78.8176
10/21/2000,WALNUT ST,Forgery,35.7642,-78.7461
10/24/2000,FERRELL ST,Simple Assault,35.7926,-78.7790
10/31/2000,RIDGEMONT HILL RD,Fraud,35.7953,-78.8167
11/01/2000,HIGH HOUSE RD,Fraud,35.7891,-78.8487
11/01/2000,KENT DR,Larceny,35.7822,-78.7904
11/08/2000,TRYON RD,Forgery,35.7454,-78.7613
11/08/2000,TRYON RD,Fraud,35.7454,-78.7613
11/08/2000,TRYON RD,Forgery,35.7454,-78.7613
11/12/2000,SEABROOK AV,Larceny,35.7638,-78.7636
11/13/2000,WALNUT ST,Forgery,35.7642,-78.7461
11/14/2000,TRYON RD,Fraud,35.7454,-78.7613
11/14/2000,TRYON RD,Forgery,35.7454,-78.7613
11/14/2000,WALNUT ST,Forgery,35.7642,-78.7461
11/17/2000,HYDE PARK CT,Motor Vehicle Theft,35.8058,-78.7771
11/17/2000,TRYON RD,Fraud,35.7454,-78.7613
11/17/2000,TRYON RD,Forgery,35.7454,-78.7613
11/20/2000,SW CARY PKWY,Fraud,35.7538,-78.8101
11/21/2000,KINGSTON RIDGE RD,Forgery,35.7577,-78.7555
11/21/2000,KINGSTON RIDGE RD,Larceny,35.7577,-78.7555
11/26/2000,WALNUT ST,Larceny,35.7739,-78.7593
11/28/2000,WALNUT ST,Fraud,35.7642,-78.7461
11/29/2000,TRYON RD,Forgery,35.7454,-78.7613
11/29/2000,TRYON RD,Fraud,35.7454,-78.7613
12/01/2000,COLLIER PL,Sex Offenses,35.8098,-78.7879
12/01/2000,MINT HILL DR,Fraud,35.7752,-78.8476
12/01/2000,WALNUT ST,Larceny,35.7739,-78.7593
12/01/2000,WRENN DR,Rape,35.7640,-78.7896
12/02/2000,BUCK JONES RD,Fraud,35.7686,-78.7397
12/04/2000,N HARRISON AV,Fraud,35.7914,-78.7836
12/04/2000,WALNUT ST,Fraud,35.7642,-78.7461
12/05/2000,CROSSROADS BLVD,Fraud,35.7623,-78.7365
12/05/2000,WALNUT ST,Fraud,35.7642,-78.7461
12/06/2000,WALNUT ST,Fraud,35.7642,-78.7461
12/06/2000,WALNUT ST,Fraud,35.7642,-78.7461
12/06/2000,WALNUT ST,Fraud,35.7642,-78.7461
12/09/2000,WALNUT ST,Forgery,35.7642,-78.7461
12/10/2000,TRYON RD,Fraud,35.7454,-78.7613
12/10/2000,TRYON RD,Forgery,35.7454,-78.7613
12/11/2000,AUSTIN AV,Simple Assault,35.7774,-78.7789
12/13/2000,CROSSROADS BLVD,Larceny,35.7618,-78.7424
12/14/2000,COLONADES WAY,Drugs,35.7385,-78.7775
12/14/2000,WESTON PKWY,Fraud,35.8306,-78.7792
12/15/2000,HIGHFIELD AV,Larceny,35.7888,-78.8732
12/15/2000,N ACADEMY ST,Larceny,35.7895,-78.7795
12/15/2000,WILLESDEN DR,Larceny,35.8288,-78.7813
12/16/2000,WALNUT ST,Fraud,35.7739,-78.7593
12/16/2000,WALNUT ST,Forgery,35.7739,-78.7593
12/16/2000,WALNUT ST,Fraud,35.7739,-78.7593
12/17/2000,PENNY LN,Simple Assault,35.7819,-78.7713
12/17/2000,WALNUT ST,Fraud,35.7739,-78.7593
12/17/2000,WALNUT ST,Forgery,35.7739,-78.7593
12/17/2000,WALNUT ST,Forgery,35.7739,-78.7593
12/17/2000,WALNUT ST,Fraud,35.7739,-78.7593
12/17/2000,WALNUT ST,Fraud,35.7739,-78.7593
12/17/2000,WALNUT ST,Fraud,35.7739,-78.7593
12/18/2000,WALNUT ST,Fraud,35.7582,-78.7394
12/18/2000,WALNUT ST,Embezzlement,35.7582,-78.7394
12/19/2000,DAVIS DR,Larceny,35.7788,-78.8505
12/20/2000,NC 55 HWY,Larceny,35.7854,-78.8730
12/20/2000,WALNUT ST,Motor Vehicle Theft,35.7739,-78.7593
12/21/2000,BYRUM ST,Forgery,35.7808,-78.7780
12/21/2000,BYRUM ST,Larceny,35.7808,-78.7780
12/21/2000,DAVIS DR,Larceny,35.7788,-78.8505
12/21/2000,KILDAIRE FARM RD,Larceny,35.7385,-78.7809
12/21/2000,NE MAYNARD RD,Larceny,35.8005,-78.7685
12/21/2000,WINSTEAD DR,Larceny,35.8322,-78.7836
12/22/2000,CHAPEL HILL RD,Burglary,35.7934,-78.7899
12/22/2000,JAMES JACKSON AV,Larceny,35.7987,-78.8119
12/22/2000,KILDAIRE FARM RD,Fraud,35.7380,-78.7802
12/22/2000,KILDAIRE FARM RD,Forgery,35.7380,-78.7802
12/22/2000,TRYON RD,Larceny,35.7454,-78.7613
12/22/2000,TRYON RD,Fraud,35.7454,-78.7613
12/22/2000,TRYON RD,Forgery,35.7454,-78.7613
12/22/2000,TRYON RD,Larceny,35.7443,-78.7614
12/22/2000,WALNUT ST,Robbery,35.7739,-78.7593
12/23/2000,ASHVILLE AV,Motor Vehicle Theft,35.7393,-78.7843
12/23/2000,CAITBOO AV,Larceny,35.7585,-78.7352
12/23/2000,DONALDSON CT,Simple Assault,35.7670,-78.7475
12/23/2000,KILDAIRE FARM RD,Fraud,35.7373,-78.7822
12/23/2000,NORTHWOODS VILLAGE DR,Simple Assault,35.8043,-78.7733
12/23/2000,WALNUT ST,Larceny,35.7739,-78.7593
12/24/2000,CROSSROADS BLVD,Fraud,35.7604,-78.7391
12/24/2000,LONESOME PINE DR,Burglary,35.7864,-78.8330
12/24/2000,RYAN RD,Larceny,35.7767,-78.7672
12/26/2000,AUTO MALL DR,Motor Vehicle Theft,35.7402,-78.8087
12/26/2000,CAITBOO AV,Vandalism,35.7585,-78.7352
12/26/2000,NW MAYNARD RD,Forgery,35.7858,-78.8108
12/26/2000,RIGGSBEE FARM DR,Simple Assault,35.7962,-78.8539
12/26/2000,TRYON RD,Fraud,35.7454,-78.7613
12/26/2000,TRYON RD,Forgery,35.7454,-78.7613
12/26/2000,WALNUT ST,Larceny,35.7739,-78.7593
12/26/2000,WALSHINGHAM LN,Vandalism,35.7731,-78.8159
12/27/2000,AIRGATE DR,Larceny,35.8636,-78.8147
12/27/2000,BRANNIGAN PL,Vandalism,35.7564,-78.7727
12/27/2000,CARY TOWNE BLVD,Simple Assault,35.7767,-78.7672
12/27/2000,DILLARD DR,Larceny,35.7555,-78.7363
12/27/2000,E CHALFONT WAY,Simple Assault,35.7997,-78.7726
12/27/2000,HELMSDALE DR,Vandalism,35.7597,-78.8045
12/27/2000,HELMSDALE DR,Vandalism,35.7603,-78.8044
12/27/2000,REGENCY PKWY,Sex Offenses,35.7353,-78.7884
12/27/2000,WALNUT ST,Embezzlement,35.7739,-78.7593
12/27/2000,WESTON PKWY,Burglary,35.8233,-78.8083
12/28/2000,BROOKCLIFF LN,Vandalism,35.7615,-78.7728
12/28/2000,BUCK JONES RD,Embezzlement,35.7653,-78.7454
12/28/2000,CAITBOO AV,Vandalism,35.7585,-78.7352
12/28/2000,CAMDEN BRANCH DR,Vandalism,35.7364,-78.7503
12/28/2000,CHAPEL HILL RD,Larceny,35.7943,-78.7486
12/28/2000,E DYNASTY DR,Rape,35.8079,-78.7733
12/28/2000,GRANDE HEIGHTS DR,Alcohol Offenses,35.8047,-78.7857
12/28/2000,GRANDE HEIGHTS DR,Disorderly Conduct,35.8047,-78.7857
12/28/2000,HIDDEN OAKS DR,Larceny,35.8040,-78.7776
12/28/2000,HIGH HOUSE RD,Fraud,35.7887,-78.8269
12/28/2000,KILDAIRE FARM RD,Larceny,35.7602,-78.7820
12/28/2000,KILDAIRE FARM RD,Fraud,35.7602,-78.7820
12/28/2000,KITTY HAWK DR,Larceny,35.8900,-78.8031
12/28/2000,MACKENAN DR,Stolen Property,35.7402,-78.8087
12/28/2000,N HARRISON AV,Larceny,35.8030,-78.7833
12/28/2000,OLD APEX RD,Motor Vehicle Theft,35.7862,-78.7944
12/28/2000,REED ST,Forgery,35.7902,-78.7629
12/28/2000,RENSHAW CT,Alcohol Offenses,35.7509,-78.7630
12/28/2000,STILLMAN CREEK DR,Vandalism,35.7752,-78.8612
12/28/2000,TRYON RD,Drugs,35.7461,-78.7329
12/28/2000,TRYON RD,Weapons,35.7461,-78.7329
12/28/2000,TRYON RD,Drugs,35.7461,-78.7329
12/28/2000,W CHATHAM ST,Vandalism,35.7801,-78.7954
12/28/2000,WALNUT ST,Fraud,35.7739,-78.7593
12/28/2000,WALNUT ST,Larceny,35.7642,-78.7461
12/28/2000,WALNUT ST,Larceny,35.7739,-78.7593
12/28/2000,WALNUT ST,Fraud,35.7739,-78.7593
12/28/2000,WALNUT ST,Fraud,35.7739,-78.7593
12/28/2000,WALNUT ST,Larceny,35.7739,-78.7593
12/29/2000,ASHVILLE AV,Larceny,35.7377,-78.7868
12/29/2000,CARROUSEL LN,Vandalism,35.7946,-78.7993
12/29/2000,CORNING RD,Robbery,35.7527,-78.7370
12/29/2000,CROSSROADS BLVD,Larceny,35.7604,-78.7391
12/29/2000,HIGH HOUSE RD,Vandalism,35.7822,-78.7984
12/29/2000,OLD APEX RD,Larceny,35.7688,-78.8074
12/29/2000,SPRING RIDGE RD,Vandalism,35.7322,-78.7479
12/29/2000,SPRING RIDGE RD,Vandalism,35.7321,-78.7485
12/29/2000,SPRING RIDGE RD,Vandalism,35.7312,-78.7496
12/29/2000,SPRING RIDGE RD,Vandalism,35.7330,-78.7477
12/29/2000,SPRING RIDGE RD,Vandalism,35.7309,-78.7497
12/29/2000,WALNUT ST,Simple Assault,35.7608,-78.7427
12/29/2000,WESTON PKWY,Motor Vehicle Theft,35.8320,-78.7772
12/30/2000,BUCK JONES RD,Larceny,35.7670,-78.7393
12/30/2000,BUTTERWOOD CT,Vandalism,35.7837,-78.7604
12/30/2000,CHAPEL HILL RD,Simple Assault,35.7964,-78.7617
12/30/2000,NC 55 HWY,Forgery,35.7854,-78.8730
12/30/2000,RAMSEY CT,Motor Vehicle Theft,35.7702,-78.7438
12/31/2000,HAVERSHAM CT,Vandalism,35.8100,-78.7752
12/31/2000,HIGH HOUSE RD,Vandalism,35.7930,-78.8393
12/31/2000,TRYON RD,Larceny,35.7454,-78.7613
12/31/2000,WALNUT ST,Larceny,35.7639,-78.7473
12/31/2000,WALNUT ST,Alcohol Offenses,35.7620,-78.7490
12/31/2000,WOODCREEK DR,Drugs,35.7687,-78.7442
12/31/2000,WOODCREEK DR,Drugs,35.7687,-78.7442
01/01/2001,BARGATE DR,Vandalism,35.7665,-78.7897
01/01/2001,CROSSROADS BLVD,Larceny,35.7604,-78.7391
01/01/2001,CROSSROADS BLVD,Aggravated Assault,35.7604,-78.7391
01/01/2001,GRANDE VALLEY CIR,Fraud,35.8037,-78.7876
01/01/2001,HARRISON OAKS BLVD,Larceny,35.8332,-78.7712
01/01/2001,KILDAIRE FARM RD,Larceny,35.7724,-78.7832
01/01/2001,KING HENRY CT,Sex Offenses,35.7548,-78.8003
01/01/2001,MACALYSON CT,Vandalism,35.7349,-78.8005
01/01/2001,OAK ISLAND DR,Simple Assault,35.8213,-78.7951
01/01/2001,REEDY CREEK RD,Larceny,35.7972,-78.7658
01/01/2001,SE MAYNARD RD,Larceny,35.7701,-78.7623
01/01/2001,TRYON RD,Forgery,35.7454,-78.7613
01/01/2001,WALNUT ST,Motor Vehicle Theft,35.7564,-78.7391
01/01/2001,WALNUT ST,Larceny,35.7564,-78.7391
01/01/2001,WALNUT ST,Vandalism,35.7739,-78.7593
01/01/2001,WALNUT ST,Larceny,35.7639,-78.7473
01/01/2001,WALNUT ST,Motor Vehicle Theft,35.7639,-78.7473
01/01/2001,WESTON PKWY,Motor Vehicle Theft,35.8306,-78.7792
01/02/2001,AUTO PARK BLVD,Larceny,35.7406,-78.8135
01/02/2001,BUCK JONES RD,Vandalism,35.7645,-78.7444
01/02/2001,E CHATHAM ST,Robbery,35.7907,-78.7678
01/02/2001,ERSKINE CT,Burglary,35.7538,-78.7913
01/02/2001,OLD APEX RD,Larceny,35.7868,-78.7909
01/02/2001,S WEST ST,Larceny,35.7865,-78.7855
01/02/2001,SE CARY PKWY,Larceny,35.7488,-78.7722
01/02/2001,TRYON RD,Burglary,35.7444,-78.7428
01/02/2001,WALNUT ST,Larceny,35.7582,-78.7394
01/02/2001,WALNUT ST,Larceny,35.7577,-78.7425
01/02/2001,WALNUT ST,Vandalism,35.7739,-78.7593
01/02/2001,WALNUT ST,Larceny,35.7739,-78.7593
01/02/2001,WALNUT ST,Larceny,35.7739,-78.7593
01/03/2001,BRAMPTON LN,Simple Assault,35.7722,-78.8148
01/03/2001,HICKORYWOOD BLVD,Larceny,35.7932,-78.8552
01/03/2001,KILDAIRE FARM RD,Larceny,35.7373,-78.7822
01/03/2001,KILDAIRE FARM RD,Fraud,35.7373,-78.7822
01/03/2001,NC 55 HWY,Larceny,35.7854,-78.8705
01/03/2001,TRYON RD,Forgery,35.7454,-78.7613
01/03/2001,TRYON RD,Fraud,35.7454,-78.7613
01/03/2001,WALNUT ST,Forgery,35.7639,-78.7486
01/03/2001,WALNUT ST,Larceny,35.7639,-78.7473
01/04/2001,BONNIEWOOD DR,Motor Vehicle Theft,35.7149,-78.7740
01/04/2001,BROOK ARBOR DR,Burglary,35.7979,-78.8736
01/04/2001,CAITBOO AV,Larceny,35.7585,-78.7352
01/04/2001,GREGORY DR,Motor Vehicle Theft,35.7947,-78.7751
01/04/2001,LINECREST CT,Larceny,35.7094,-78.8035
01/04/2001,LINECREST CT,Burglary,35.7094,-78.8035
01/04/2001,NE MAYNARD RD,Larceny,35.8005,-78.7685
01/04/2001,TATTENHALL DR,Larceny,35.7115,-78.8053
01/04/2001,TRAPPERS SACK RD,Fraud,35.7802,-78.8191
01/04/2001,WALNUT ST,Forgery,35.7773,-78.7687
01/04/2001,WALNUT ST,Larceny,35.7715,-78.7660
01/04/2001,WALNUT ST,Larceny,35.7639,-78.7473
01/05/2001,ASKHAM DR,Larceny,35.7730,-78.7532
01/05/2001,BARGATE DR,Vandalism,35.7665,-78.7897
01/05/2001,COLCHIS CT,Burglary,35.7636,-78.8259
01/05/2001,CROSSROADS BLVD,Embezzlement,35.7623,-78.7365
01/05/2001,CUSTER TR,Burglary,35.7769,-78.8306
01/05/2001,HIGH HOUSE RD,Forgery,35.7887,-78.8269
01/05/2001,HIGH HOUSE RD,Fraud,35.7869,-78.8267
01/05/2001,KILDAIRE FARM RD,Larceny,35.7373,-78.7822
01/05/2001,KILMAYNE DR,Forgery,35.7700,-78.7832
01/05/2001,WRENN DR,Robbery,35.7657,-78.7856
01/05/2001,WRENN DR,Aggravated Assault,35.7657,-78.7856
01/06/2001,BRAMPTON LN,Vandalism,35.7737,-78.8170
01/06/2001,CARMICHAEL CT,Vandalism,35.7581,-78.7904
01/06/2001,EDGEHILL PKWY,Simple Assault,35.7826,-78.8074
01/06/2001,NOTTINGHAM DR,Larceny,35.7672,-78.7429
01/06/2001,NOTTINGHAM DR,Fraud,35.7672,-78.7429
01/06/2001,PROMONTORY POINT DR,Larceny,35.7970,-78.8211
01/06/2001,SPRINGSET DR,Simple Assault,35.8026,-78.7737
01/06/2001,TEMPLETON ST,Simple Assault,35.7869,-78.7763
01/06/2001,TEMPLETON ST,Burglary,35.7869,-78.7763
01/06/2001,TEMPLETON ST,Larceny,35.7869,-78.7763
01/06/2001,W CHATHAM ST,Larceny,35.7862,-78.7910
01/06/2001,WALNUT ST,Larceny,35.7739,-78.7593
01/07/2001,ANGUS CT,Vandalism,35.7697,-78.7944
01/07/2001,CAITBOO AV,Larceny,35.7585,-78.7352
01/07/2001,E CORNWALL RD,Arson,35.7732,-78.7704
01/07/2001,HAVERSHAM CT,Vandalism,35.8100,-78.7752
01/07/2001,PENNY LN,Drugs,35.7819,-78.7713
01/07/2001,S ACADEMY ST,Vandalism,35.7833,-78.7816
01/07/2001,SE MAYNARD RD,Larceny,35.7724,-78.7637
01/07/2001,WALNUT ST,Embezzlement,35.7582,-78.7394
01/07/2001,WALNUT ST,Fraud,35.7582,-78.7394
01/08/2001,BRONZEWOOD CT,Vandalism,35.7207,-78.7966
01/08/2001,FOLIAGE CIR,Larceny,35.7390,-78.7560
01/08/2001,FOLIAGE CIR,Simple Assault,35.7390,-78.7560
01/08/2001,HIGH COUNTRY DR,Simple Assault,35.7940,-78.8206
01/08/2001,N HARRISON AV,Larceny,35.8015,-78.7845
01/08/2001,WALNUT ST,Sex Offenses,35.7596,-78.7421
01/08/2001,WALNUT ST,Fraud,35.7587,-78.7405
01/08/2001,WARREN AV,Burglary,35.7837,-78.7735
01/09/2001,BRAMPTON LN,Simple Assault,35.7731,-78.8171
01/09/2001,BRUCE DR,Vandalism,35.7521,-78.8001
01/09/2001,BUCK JONES RD,Fraud,35.7686,-78.7397
01/09/2001,JAMES JACKSON AV,Aggravated Assault,35.7979,-78.8074
01/09/2001,KILDAIRE FARM RD,Larceny,35.7602,-78.7820
01/09/2001,SW CARY PKWY,Simple Assault,35.7636,-78.8207
01/10/2001,CROSSROADS BLVD,Larceny,35.7604,-78.7391
01/10/2001,GOOSENECK DR,Larceny,35.8138,-78.7859
01/10/2001,HIGH HOUSE RD,Fraud,35.7891,-78.8487
01/10/2001,JAMES JACKSON AV,Larceny,35.7979,-78.8074
01/10/2001,N HARRISON AV,Larceny,35.8015,-78.7845
01/10/2001,ROSENBERRY HILLS DR,Burglary,35.8123,-78.8048
01/10/2001,S ACADEMY ST,Burglary,35.7845,-78.7808
01/10/2001,S ACADEMY ST,Vandalism,35.7845,-78.7808
01/10/2001,SE MAYNARD RD,Burglary,35.7852,-78.7635
01/10/2001,WALNUT ST,Drugs,35.7599,-78.7449
01/10/2001,WALNUT ST,Drugs,35.7599,-78.7449
01/10/2001,WESTON PKWY,Embezzlement,35.8284,-78.7712
01/11/2001,BALMORAL DR,Vandalism,35.7678,-78.8071
01/11/2001,BRADSHIRE CT,Larceny,35.7987,-78.7757
01/11/2001,DAVIS DR,Disorderly Conduct,35.7788,-78.8505
01/11/2001,HIGH HOUSE RD,Larceny,35.7887,-78.8269
01/11/2001,HYDE PARK CT,Larceny,35.8058,-78.7780
01/11/2001,N DIXON AV,Vandalism,35.7901,-78.7884
01/11/2001,N HARRISON AV,Drugs,35.8303,-78.7711
01/11/2001,NE MAYNARD RD,Larceny,35.8005,-78.7685
01/11/2001,SELWYN LN,Simple Assault,35.7647,-78.7926
01/11/2001,SPRINGSET DR,Motor Vehicle Theft,35.8026,-78.7730
01/11/2001,WALNUT ST,Motor Vehicle Theft,35.7528,-78.7442
01/12/2001,GRANDE VALLEY CIR,Larceny,35.8037,-78.7876
01/12/2001,HIGH PINE CT,Fraud,35.7949,-78.7956
01/12/2001,KILDAIRE FARM RD,Alcohol Offenses,35.7724,-78.7832
01/12/2001,KILDAIRE FARM RD,Larceny,35.7724,-78.7832
01/12/2001,KINGSCLERE DR,Vandalism,35.7556,-78.7756
01/12/2001,LAUGHRIDGE DR,Larceny,35.7562,-78.8093
01/12/2001,MORRISVILLE CARPENTER RD,Burglary,35.8172,-78.8589
01/12/2001,N HARRISON AV,Larceny,35.8303,-78.7685
01/12/2001,NEW WAVERLY PL,Larceny,35.7385,-78.7775
01/12/2001,WALNUT ST,Larceny,35.7639,-78.7473
01/12/2001,WALNUT ST,Larceny,35.7739,-78.7593
01/12/2001,WALNUT ST,Larceny,35.7739,-78.7593
01/12/2001,WALNUT ST,Disorderly Conduct,35.7739,-78.7593
01/12/2001,YORK ST,Simple Assault,35.7875,-78.7622
01/13/2001,BAINES CT,Fraud,35.7573,-78.7806
01/13/2001,CARY TOWNE BLVD,Larceny,35.7768,-78.7658
01/13/2001,COLLIER PL,Motor Vehicle Theft,35.8093,-78.7864
01/13/2001,CROSSROADS BLVD,Larceny,35.7604,-78.7391
01/13/2001,DRUMMOND PL,Vandalism,35.7618,-78.7869
01/13/2001,FISHERS CREEK CT,Burglary,35.8132,-78.7975
01/13/2001,HARRISON OAKS BLVD,Larceny,35.8332,-78.7712
01/13/2001,KILDAIRE FARM RD,Larceny,35.7184,-78.7889
01/13/2001,N FERN ABBEY LN,Larceny,35.7220,-78.7752
01/13/2001,REED ST,Motor Vehicle Theft,35.7875,-78.7622
01/13/2001,TRYON RD,Simple Assault,35.7457,-78.7406
01/13/2001,W CHATHAM ST,Simple Assault,35.7779,-78.8006
01/13/2001,WALNUT ST,Simple Assault,35.7739,-78.7593
01/13/2001,WALNUT ST,Larceny,35.7739,-78.7593
01/13/2001,WALNUT ST,Vandalism,35.7739,-78.7593
01/13/2001,WESTOVER HILLS DR,Simple Assault,35.8200,-78.7767
01/14/2001,BUCK JONES RD,Larceny,35.7670,-78.7393
01/14/2001,CRICKENTREE DR,Burglary,35.7156,-78.7839
01/14/2001,EDINBURGH SOUTH DR,Burglary,35.7368,-78.7984
01/14/2001,HAMPTON WOODS LN,Larceny,35.7931,-78.7496
01/14/2001,KENSINGTON HILL WAY,Robbery,35.7138,-78.8011
01/14/2001,PINEY PLAINS RD,Larceny,35.7574,-78.7494
01/14/2001,PRESTONWOOD PKWY,Fraud,35.7953,-78.8356
01/14/2001,SE MAYNARD RD,Motor Vehicle Theft,35.7863,-78.7635
01/14/2001,SE MAYNARD RD,Motor Vehicle Theft,35.7863,-78.7635
01/14/2001,SE MAYNARD RD,Vandalism,35.7901,-78.7634
01/14/2001,WALNUT ST,Fraud,35.7642,-78.7461
01/14/2001,WALNUT ST,Forgery,35.7739,-78.7593
01/14/2001,WALNUT ST,Embezzlement,35.7582,-78.7394
01/14/2001,WALNUT ST,Larceny,35.7620,-78.7490
01/15/2001,BUCK JONES RD,Larceny,35.7686,-78.7397
01/15/2001,COVINGTON SQUARE DR,Fraud,35.7761,-78.8446
01/15/2001,DOGWOOD ST,Aggravated Assault,35.7891,-78.7663
01/15/2001,GRANDE HARMONY PL,Larceny,35.8052,-78.7874
01/15/2001,LOCHFIELD DR,Larceny,35.7355,-78.7599
01/15/2001,NORTHWOODS DR,Burglary,35.7969,-78.7848
01/15/2001,NORTHWOODS DR,Larceny,35.7969,-78.7848
01/15/2001,S HARRISON AV,Simple Assault,35.7843,-78.7830
01/15/2001,WALNUT ST,Larceny,35.7739,-78.7593
01/15/2001,WALNUT ST,Sex Offenses,35.7582,-78.7394
01/15/2001,WALNUT ST,Larceny,35.7739,-78.7593
01/15/2001,WALNUT ST,Larceny,35.7739,-78.7593
01/15/2001,WALNUT ST,Drugs,35.7620,-78.7490
01/15/2001,WOODCREEK DR,Larceny,35.7692,-78.7432
01/15/2001,WOODCREEK DR,Forgery,35.7692,-78.7432
01/15/2001,WRENN DR,Vandalism,35.7644,-78.7883
01/16/2001,BROOK ARBOR DR,Fraud,35.7982,-78.8729
01/16/2001,BUCK JONES RD,Fraud,35.7657,-78.7418
01/16/2001,DAVIS DR,Larceny,35.7788,-78.8505
01/16/2001,E JOHNSON ST,Larceny,35.7931,-78.7801
01/16/2001,GOLD POINT DR,Vandalism,35.7731,-78.8494
01/16/2001,PRESTON GROVE AV,Simple Assault,35.7882,-78.8253
01/16/2001,REED ST,Burglary,35.7902,-78.7629
01/16/2001,W JULES VERNE WAY,Simple Assault,35.7495,-78.8085
01/16/2001,WALNUT ST,Larceny,35.7715,-78.7660
01/16/2001,WALNUT ST,Larceny,35.7577,-78.7425
01/16/2001,WALNUT ST,Drugs,35.7739,-78.7593
01/17/2001,BUCK JONES RD,Embezzlement,35.7659,-78.7406
01/17/2001,CHAPEL HILL RD,Burglary,35.7915,-78.7811
01/17/2001,HIGH HOUSE RD,Burglary,35.7891,-78.8487
01/17/2001,KILDAIRE FARM RD,Larceny,35.7373,-78.7822
