PERMIT_TYPE,APP_YR,APP_NUM,ISSUEDATE,STATUSDATE,STATUS,ADDRESS,Lon,Lat
BR11,6,8975,02/26/2007,06/26/2007,C.O. ISSUED,716 ARBOR BROOK DR,35.827222485,-78.92014834
BR11,7,753,02/26/2007,07/26/2007,C.O. ISSUED,304 IVYSHAW RD,35.805458502,-78.91630963
BR11,7,754,02/26/2007,06/29/2007,C.O. ISSUED,308 IVYSHAW RD,35.805694707,-78.91692192
BR11,7,873,02/26/2007,07/30/2007,C.O. ISSUED,8008 WADE GREEN PL,35.806292466,-78.91179616
BR11,7,769,02/27/2007,09/19/2007,C.O. ISSUED,602 POWELL MEADOW CT,35.69437404,-78.7787051
BR11,7,918,02/27/2007,07/06/2007,C.O. ISSUED,201 POWERS FERRY RD,35.805805282,-78.91114787
BR11,7,898,02/27/2007,02/27/2007,PERMIT PRINTED,6006 CHURCHILL FALLS PL,35.690571766,-78.77053049
BR11,7,773,02/27/2007,08/20/2007,C.O. ISSUED,107 BANCROFT BROOK DR,35.823819617,-78.89181208
BR11,7,1371,02/27/2007,09/26/2007,C.O. ISSUED,1125 GROGANS MILL DR,35.80665599,-78.91095928
BR11,7,1013,02/27/2007,08/01/2007,C.O. ISSUED,312 AMBERMORE PL,35.799646892,-78.85256192
BR11,7,1012,02/27/2007,08/10/2007,C.O. ISSUED,309 AMBERMORE PL,35.799291864,-78.85353617
BR11,7,1016,02/27/2007,08/23/2007,C.O. ISSUED,314 AMBERMORE PL,35.799975595,-78.852479
BR11,7,939,02/28/2007,02/28/2007,PERMIT PRINTED,216 ASHDOWN FOREST LN,35.821178099,-78.92044381
BR11,7,776,02/28/2007,06/13/2007,C.O. ISSUED,301 MARBLE GLOW CT,35.822148012,-78.90731495
BR11,7,946,02/28/2007,09/11/2007,C.O. ISSUED,5720 HIGHCROFT DR,35.79560801,-78.88828039
BR11,7,1103,02/28/2007,09/20/2007,C.O. ISSUED,210 MICHELANGELO WAY,35.724199319,-78.80169079
BR14,7,431,03/01/2007,06/21/2007,C.O. ISSUED,202 MEADOW BEAUTY DR,35.665689739,-78.75670134
BR11,7,1029,03/01/2007,03/01/2007,PERMIT PRINTED,106 COLE VALLEY DR,35.78963117,-78.80836869
BR11,7,956,03/01/2007,10/05/2007,C.O. ISSUED,3015 BEAR OAK LN,35.831440079,-78.90621166
BR11,7,1053,03/01/2007,03/01/2007,PERMIT PRINTED,305 COLE CANYON CT,35.789196471,-78.80843344
BR11,6,6265,03/02/2007,10/03/2007,C.O. ISSUED,101 WEYCROFT GRANT DR,35.835185419,-78.9018941
BR11,7,676,03/02/2007,03/02/2007,PERMIT PRINTED,122 PAINTED TURTLE LN,35.820601103,-78.91911462
BR11,7,1055,03/02/2007,08/21/2007,C.O. ISSUED,1220 CHALK MAPLE DR,35.83091661,-78.9071712
BR11,7,1135,03/02/2007,05/24/2007,C.O. ISSUED,921 ENDHAVEN PL,35.823577081,-78.91725504
BR11,7,1132,03/02/2007,06/13/2007,C.O. ISSUED,912 ENDHAVEN PL,35.824246319,-78.91740575
BR11,7,1134,03/02/2007,06/22/2007,C.O. ISSUED,923 ENDHAVEN PL,35.823593792,-78.91744183
BR11,7,1129,03/02/2007,06/27/2007,C.O. ISSUED,924 ENDHAVEN PL,35.823655159,-78.91755775
BR11,7,1127,03/02/2007,07/02/2007,C.O. ISSUED,904 ENDHAVEN PL,35.824667978,-78.91717512
BR11,7,1034,03/05/2007,03/05/2007,PERMIT PRINTED,307 COLE CANYON CT,35.788908845,-78.80848279
BR11,7,1030,03/05/2007,03/05/2007,PERMIT PRINTED,202 COLE VALLEY DR,35.789954373,-78.80801746
BR11,7,1133,03/05/2007,06/14/2007,C.O. ISSUED,908 ENDHAVEN PL,35.824436585,-78.91727009
BR11,7,1125,03/05/2007,06/07/2007,C.O. ISSUED,916 ENDHAVEN PL,35.824066856,-78.91752192
BR11,7,1131,03/05/2007,06/07/2007,C.O. ISSUED,920 ENDHAVEN PL,35.82389531,-78.91761771
BR11,7,1155,03/05/2007,07/20/2007,C.O. ISSUED,302 LIME CREEK CT,35.829185761,-78.84341651
BR11,7,1157,03/05/2007,07/23/2007,C.O. ISSUED,112 SINGER WAY,35.830363721,-78.83990259
BR11,7,1028,03/05/2007,03/05/2007,PERMIT PRINTED,1532 FAIRBANKS RD,35.807186144,-78.80209186
BR14,7,1253,03/05/2007,03/05/2007,PERMIT PRINTED,170 ARABELLA CT,35.749772224,-78.74754814
BR14,7,1255,03/05/2007,11/05/2007,C.O. ISSUED,174 ARABELLA CT,35.749665792,-78.74733883
BR14,7,1250,03/05/2007,10/29/2007,C.O. ISSUED,168 ARABELLA CT,35.749826566,-78.74767446
BR14,7,1252,03/05/2007,03/05/2007,PERMIT PRINTED,172 ARABELLA CT,35.749725147,-78.74744833
BR11,7,845,03/06/2007,08/09/2007,C.O. ISSUED,1207 CHALK MAPLE DR,35.830329214,-78.906568
BR11,7,846,03/06/2007,08/27/2007,C.O. ISSUED,1205 CHALK MAPLE DR,35.830306056,-78.90645735
BR11,7,1096,03/06/2007,08/24/2007,C.O. ISSUED,303 CORIANDER CT,35.666393861,-78.75328924
BR11,7,1130,03/06/2007,08/28/2007,C.O. ISSUED,1016 WINTERBORNE DR,35.808020384,-78.90449765
BR11,7,1158,03/06/2007,07/23/2007,C.O. ISSUED,114 SINGER WAY,35.830366808,-78.84005754
BR11,6,9498,03/07/2007,11/06/2007,FINAL INSPECTION COMPLETE,614 ALBION PL,35.822214586,-78.92207714
BR11,7,1031,03/07/2007,07/23/2007,C.O. ISSUED,201 TRANQUIL SOUND DR,35.83127844,-78.84582707
BR11,7,1126,03/07/2007,06/18/2007,C.O. ISSUED,906 ENDHAVEN PL,35.824536061,-78.91722749
BR11,7,1128,03/07/2007,06/14/2007,C.O. ISSUED,910 ENDHAVEN PL,35.824337847,-78.91733748
BR11,7,1353,03/07/2007,10/05/2007,C.O. ISSUED,117 WESTONGATE WAY,35.813444165,-78.78019576
BR11,7,1435,03/07/2007,10/11/2007,C.O. ISSUED,1113 OLDHAM FOREST CROSSING,35.794561891,-78.80843666
BR11,7,947,03/07/2007,07/18/2007,C.O. ISSUED,2008 ADDENBROCK DR,35.835387381,-78.86371236
BR11,7,1020,03/07/2007,07/20/2007,C.O. ISSUED,2012 ADDENBROCK DR,35.835164146,-78.86397219
BR11,7,1019,03/07/2007,07/25/2007,C.O. ISSUED,2019 ADDENBROCK DR,35.834431618,-78.86402478
BR11,7,1021,03/07/2007,07/25/2007,C.O. ISSUED,2021 ADDENBROCK DR,35.834343762,-78.86412587
BR11,7,1017,03/07/2007,08/09/2007,C.O. ISSUED,2023 ADDENBROCK DR,35.834282749,-78.86437391
BR11,7,1245,03/07/2007,08/29/2007,C.O. ISSUED,1022 WINTERBORNE DR,35.807599588,-78.90488232
BR11,7,948,03/07/2007,07/18/2007,C.O. ISSUED,2010 ADDENBROCK DR,35.835273597,-78.86383918
BR14,7,1193,03/08/2007,07/25/2007,C.O. ISSUED,212 MEADOW BEAUTY DR,35.665243459,-78.75673891
BR14,7,1191,03/08/2007,07/27/2007,C.O. ISSUED,220 MEADOW BEAUTY DR,35.664836106,-78.75677018
BR11,7,1535,03/08/2007,03/08/2007,PERMIT PRINTED,1123 GROGANS MILL DR,35.80664494,-78.91063885
BR14,7,1190,03/08/2007,07/26/2007,C.O. ISSUED,218 MEADOW BEAUTY DR,35.664941361,-78.75675838
BR14,7,1192,03/08/2007,07/25/2007,C.O. ISSUED,216 MEADOW BEAUTY DR,35.665039418,-78.75675278
BR14,7,1194,03/08/2007,07/25/2007,C.O. ISSUED,214 MEADOW BEAUTY DR,35.665137475,-78.75674718
BR11,7,1213,03/08/2007,08/01/2007,C.O. ISSUED,2828 CAMERON POND DR,35.824528785,-78.89061499
BR14,7,1309,03/08/2007,10/09/2007,C.O. ISSUED,314 SUNSTONE DR,35.789992267,-78.85346097
BR14,7,1306,03/08/2007,09/28/2007,C.O. ISSUED,318 SUNSTONE DR,35.790109583,-78.8532811
BR14,7,1308,03/08/2007,09/28/2007,C.O. ISSUED,316 SUNSTONE DR,35.790047687,-78.85337679
BR14,7,1261,03/09/2007,09/27/2007,C.O. ISSUED,104 ARABELLA CT,35.750342717,-78.7469139
BR14,7,1256,03/09/2007,10/15/2007,C.O. ISSUED,110 ARABELLA CT,35.75064411,-78.74690676
BR14,7,1258,03/09/2007,10/15/2007,C.O. ISSUED,108 ARABELLA CT,35.750525861,-78.74690979
BR14,7,1260,03/09/2007,09/28/2007,C.O. ISSUED,106 ARABELLA CT,35.750434289,-78.74691184
BR14,7,1262,03/09/2007,09/10/2007,C.O. ISSUED,102 ARABELLA CT,35.750224466,-78.74691604
BR11,7,1184,03/09/2007,03/09/2007,PERMIT PRINTED,105 LINTON BANKS PL,35.826992902,-78.78883054
BR11,7,1548,03/09/2007,09/04/2007,C.O. ISSUED,4207 NEWINGTON HILLS WAY,35.793333559,-78.81663496
BR11,7,1283,03/09/2007,08/23/2007,C.O. ISSUED,319 WEYCROFT GRANT DR,35.835322297,-78.90354891
BR11,7,1539,03/09/2007,08/24/2007,C.O. ISSUED,202 LINTON BANKS PL,35.825666164,-78.78717213
BR11,7,1173,03/09/2007,11/02/2007,C.O. ISSUED,106 HIGHCLERE LN,35.724680565,-78.80275605
BR11,7,872,03/12/2007,07/26/2007,C.O. ISSUED,405 IVYSHAW RD,35.805260159,-78.9183581
BR11,7,1352,03/12/2007,09/19/2007,C.O. ISSUED,8014 WADE GREEN PL,35.806514345,-78.91251026
BR11,7,1200,03/12/2007,09/24/2007,C.O. ISSUED,8016 WADE GREEN PL,35.80660608,-78.91273499
BR11,7,1219,03/12/2007,07/26/2007,C.O. ISSUED,104 COLE VALLEY DR,35.789436136,-78.80860633
BR11,7,1284,03/12/2007,10/09/2007,C.O. ISSUED,603 THOMASTON HILL CT,35.824768351,-78.89081299
BR11,7,1386,03/12/2007,07/09/2007,C.O. ISSUED,101 BROOKESBY CT,35.824866131,-78.91697394
BR11,7,1391,03/12/2007,07/25/2007,C.O. ISSUED,100 BROOKESBY CT,35.825305128,-78.91679287
BR11,7,1389,03/12/2007,07/16/2007,C.O. ISSUED,107 BROOKESBY CT,35.824919033,-78.91736522
BR11,7,1387,03/12/2007,07/24/2007,C.O. ISSUED,111 BROOKESBY CT,35.825001404,-78.91761836
BR11,7,1198,03/12/2007,03/12/2007,PERMIT PRINTED,5904 TERRINGTON LN,35.73310783,-78.73714593
BR11,5,4196,03/13/2007,06/14/2007,C.O. ISSUED,303 MARBLE GLOW CT,35.82211682,-78.90706975
BR14,7,1257,03/13/2007,03/13/2007,PERMIT PRINTED,178 ARABELLA CT,35.749753299,-78.74711565
BR14,7,1251,03/13/2007,03/13/2007,PERMIT PRINTED,182 ARABELLA CT,35.749824886,-78.7468651
BR14,7,1254,03/13/2007,03/13/2007,PERMIT PRINTED,180 ARABELLA CT,35.749789088,-78.74698816
BR11,7,1189,03/13/2007,08/03/2007,C.O. ISSUED,211 SEA BISCUIT LN,35.667989416,-78.75389411
BR11,7,1218,03/13/2007,07/11/2007,C.O. ISSUED,1018 BIANCO DR,35.799203712,-78.74421103
BR11,7,1398,03/13/2007,06/20/2007,C.O. ISSUED,914 ENDHAVEN PL,35.824163425,-78.91744479
BR11,7,1393,03/13/2007,07/25/2007,C.O. ISSUED,104 BROOKESBY CT,35.825366599,-78.91706019
BR11,7,1395,03/13/2007,08/17/2007,C.O. ISSUED,826 ENDHAVEN PL,35.825775205,-78.91672156
BR11,7,1397,03/13/2007,08/09/2007,C.O. ISSUED,828 ENDHAVEN PL,35.825678617,-78.91677035
BR11,7,1388,03/13/2007,07/09/2007,C.O. ISSUED,109 BROOKESBY CT,35.824945803,-78.91749977
BR11,7,1392,03/13/2007,07/24/2007,C.O. ISSUED,102 BROOKESBY CT,35.82533479,-78.91693893
BR11,7,1390,03/13/2007,07/24/2007,C.O. ISSUED,106 BROOKESBY CT,35.825424352,-78.91716107
BR11,7,1396,03/13/2007,08/13/2007,C.O. ISSUED,830 ENDHAVEN PL,35.825582026,-78.91681472
BR11,7,1394,03/13/2007,07/03/2007,C.O. ISSUED,105 BROOKESBY CT,35.824932644,-78.91723329
BR11,7,1244,03/14/2007,03/14/2007,PERMIT PRINTED,303 FELDON RIVER CT,35.688921371,-78.76985545
BR11,7,1501,03/14/2007,07/26/2007,C.O. ISSUED,721 PIERSIDE DR,35.82962113,-78.84670592
BR11,7,1496,03/15/2007,08/23/2007,C.O. ISSUED,300 CORIANDER CT,35.666033265,-78.75397604
BR11,7,1305,03/16/2007,03/16/2007,PERMIT PRINTED,1021 VENETIAN CT,35.724552266,-78.79838625
BR11,7,1502,03/16/2007,07/26/2007,C.O. ISSUED,718 PIERSIDE DR,35.829758672,-78.84599201
BR11,7,1563,03/16/2007,09/05/2007,C.O. ISSUED,208 STAMFORD DR,35.823896928,-78.81046458
BR11,7,1534,03/16/2007,09/07/2007,C.O. ISSUED,111 FRANKLIN HILLS PT,35.80988033,-78.86388459
BR11,7,1685,03/16/2007,08/01/2007,C.O. ISSUED,8612 FORESTER LN,35.66319055,-78.749298
BR11,7,1562,03/16/2007,08/22/2007,C.O. ISSUED,1803 OLD LONDON WAY,35.760458281,-78.84199515
BR11,7,1349,03/19/2007,07/30/2007,C.O. ISSUED,8006 WADE GREEN PL,35.806252623,-78.91154128
BR11,7,1351,03/19/2007,08/13/2007,C.O. ISSUED,403 IVYSHAW RD,35.80521091,-78.91803507
BR11,7,1641,03/19/2007,09/14/2007,C.O. ISSUED,602 ALBION PL,35.822096016,-78.92046947
BR11,7,1643,03/19/2007,07/23/2007,C.O. ISSUED,145 SINGER WAY,35.82957766,-78.84036457
BR11,7,1621,03/19/2007,03/19/2007,PERMIT PRINTED,328 FELSPAR WAY,35.705228383,-78.78548983
BR11,7,1494,03/19/2007,03/19/2007,PERMIT PRINTED,111 ROSECRANS CT,35.72384705,-78.7583791
BR11,7,1576,03/20/2007,09/27/2007,C.O. ISSUED,703 WATER HICKORY DR,35.829036998,-78.90644642
BR11,7,1618,03/20/2007,09/27/2007,C.O. ISSUED,616 ALBION PL,35.821820984,-78.92222272
BR11,7,1672,03/20/2007,07/23/2007,C.O. ISSUED,430 GOLDEN HARVEST LP,35.809173731,-78.90046595
BR11,7,1637,03/20/2007,08/30/2007,C.O. ISSUED,306 CORIANDER CT,35.665910047,-78.75295228
BR11,7,1558,03/20/2007,03/20/2007,PERMIT PRINTED,110 HIGHCLERE LN,35.724893671,-78.80210647
BR11,7,1687,03/20/2007,08/06/2007,C.O. ISSUED,1042 KENNICOTT AVE,35.82535389,-78.81074449
BR11,7,1717,03/20/2007,08/07/2007,C.O. ISSUED,410 RENSFORD PL,35.823329167,-78.81167178
BR11,7,1718,03/20/2007,08/28/2007,FINAL INSPECTION COMPLETE,1804 OLD LONDON WAY,35.760708456,-78.84141343
BR11,7,1719,03/20/2007,08/24/2007,C.O. ISSUED,1039 KENNICOTT AVE,35.825380098,-78.80997857
BR11,7,1706,03/20/2007,08/22/2007,C.O. ISSUED,317 AMBERMORE PL,35.799945316,-78.85368014
BR14,6,9457,03/21/2007,03/21/2007,PERMIT PRINTED,3843 CARY GLEN BLV,35.827272124,-78.89778924
BR14,6,9459,03/21/2007,03/21/2007,PERMIT PRINTED,3847 CARY GLEN BLV,35.827191421,-78.89785486
BR14,6,9455,03/21/2007,03/21/2007,PERMIT PRINTED,3839 CARY GLEN BLV,35.827347053,-78.89771742
BR14,6,9453,03/21/2007,03/21/2007,PERMIT PRINTED,3835 CARY GLEN BLV,35.827421981,-78.89764473
BR14,6,9452,03/21/2007,03/21/2007,PERMIT PRINTED,3833 CARY GLEN BLV,35.827458724,-78.89760838
BR14,6,9454,03/21/2007,03/21/2007,PERMIT PRINTED,3837 CARY GLEN BLV,35.827384517,-78.89768107
BR14,6,9456,03/21/2007,03/21/2007,PERMIT PRINTED,3841 CARY GLEN BLV,35.827310311,-78.89775466
BR14,6,9458,03/21/2007,03/21/2007,PERMIT PRINTED,3845 CARY GLEN BLV,35.827232494,-78.89782293
BR11,7,1350,03/21/2007,09/06/2007,C.O. ISSUED,8025 WADE GREEN PL,35.806739669,-78.9140219
BR11,7,1487,03/21/2007,03/21/2007,PERMIT PRINTED,103 CHARMWOOD CT,35.722858058,-78.79989283
BR11,7,1667,03/21/2007,03/21/2007,PERMIT PRINTED,110 OLDE ALPHE CIR,35.817886781,-78.86901825
BR11,7,1590,03/21/2007,10/24/2007,C.O. ISSUED,812 WATER HICKORY DR,35.828272944,-78.90491909
BR11,7,1602,03/21/2007,03/21/2007,PERMIT PRINTED,109 WILLIAM HENRY WAY,35.818107477,-78.86974118
BR11,7,1754,03/21/2007,08/23/2007,C.O. ISSUED,305 CHURCHVIEW ST,35.762626732,-78.84159457
BR11,7,1317,03/22/2007,08/10/2007,C.O. ISSUED,2014 ADDENBROCK DR,35.835054697,-78.86410785
BR11,7,1454,03/22/2007,08/21/2007,C.O. ISSUED,2018 ADDENBROCK DR,35.834835799,-78.86437829
BR14,7,1676,03/22/2007,07/26/2007,C.O. ISSUED,243 LINDEN PARK LN,35.830124974,-78.86036633
BR14,7,1678,03/22/2007,07/30/2007,C.O. ISSUED,245 LINDEN PARK LN,35.830125787,-78.8604469
BR14,7,1680,03/22/2007,07/26/2007,C.O. ISSUED,249 LINDEN PARK LN,35.830128121,-78.86059565
BR14,7,1681,03/22/2007,07/23/2007,C.O. ISSUED,251 LINDEN PARK LN,35.830128933,-78.86067533
BR14,7,1679,03/22/2007,07/26/2007,C.O. ISSUED,247 LINDEN PARK LN,35.830126593,-78.86052127
BR11,7,1540,03/22/2007,03/22/2007,PERMIT PRINTED,302 ASHLEY SPRINGS CT,35.826831246,-78.78916653
BR11,7,1686,03/22/2007,08/01/2007,C.O. ISSUED,8608 FORESTER LN,35.663090606,-78.74943792
BR11,7,1747,03/22/2007,07/23/2007,C.O. ISSUED,211 ROPE WALK CT,35.829427826,-78.8399257
BR11,7,1748,03/22/2007,07/23/2007,C.O. ISSUED,221 ROPE WALK CT,35.828748857,-78.84012449
BR11,7,1749,03/22/2007,08/09/2007,C.O. ISSUED,723 PIERSIDE DR,35.829751815,-78.84684469
BR14,6,9451,03/23/2007,03/23/2007,PERMIT PRINTED,3831 CARY GLEN BLV,35.827496909,-78.89757114
BR14,7,1311,03/23/2007,07/19/2007,C.O. ISSUED,509 PERRAULT DR,35.834494739,-78.86308517
BR14,7,1315,03/23/2007,07/20/2007,C.O. ISSUED,507 PERRAULT DR,35.834506916,-78.86301254
BR14,7,1313,03/23/2007,07/19/2007,C.O. ISSUED,511 PERRAULT DR,35.834482563,-78.8631578
BR14,7,1310,03/23/2007,07/19/2007,C.O. ISSUED,505 PERRAULT DR,35.834518371,-78.86293992
BR14,7,1312,03/23/2007,07/19/2007,C.O. ISSUED,503 PERRAULT DR,35.834534864,-78.86285931
BR14,7,1316,03/23/2007,07/19/2007,C.O. ISSUED,513 PERRAULT DR,35.834468955,-78.86323929
BR11,7,1062,03/23/2007,10/25/2007,C.O. ISSUED,303 IVYSHAW RD,35.804885964,-78.9162819
BR11,7,1533,03/23/2007,07/23/2007,C.O. ISSUED,109 FRANKLIN HILLS PT,35.809699332,-78.86387251
BR11,7,1650,03/23/2007,03/23/2007,PERMIT PRINTED,310 WRENN MEADOW CT,35.697425693,-78.77872062
BR11,7,1768,03/23/2007,09/26/2007,C.O. ISSUED,1207 BALMORAL DR,35.764880551,-78.80513438
BR11,7,1670,03/26/2007,09/25/2007,C.O. ISSUED,7001 CHURCHILL FALLS PL,35.689569162,-78.7699915
BR11,7,1746,03/26/2007,08/06/2007,C.O. ISSUED,1006 BIANCO DR,35.800591669,-78.74417123
BR11,7,1385,03/27/2007,07/09/2007,C.O. ISSUED,103 BROOKESBY CT,35.824903717,-78.91710848
BR11,7,1407,03/27/2007,03/27/2007,PERMIT PRINTED,314 BRAEBROOK WAY,35.820087641,-78.86654728
BR11,7,1772,03/27/2007,08/20/2007,C.O. ISSUED,824 ENDHAVEN PL,35.825874676,-78.91667187
BR11,7,1773,03/27/2007,09/19/2007,C.O. ISSUED,806 ENDHAVEN PL,35.826809193,-78.91672226
BR11,7,1775,03/27/2007,08/31/2007,C.O. ISSUED,822 ENDHAVEN PL,35.825974154,-78.91663281
BR11,7,1776,03/27/2007,09/14/2007,C.O. ISSUED,814 ENDHAVEN PL,35.826439145,-78.91650572
BR11,7,1777,03/27/2007,09/19/2007,C.O. ISSUED,804 ENDHAVEN PL,35.826911645,-78.91681424
BR11,7,1903,03/27/2007,09/27/2007,C.O. ISSUED,2093 VAN GOGH LN,35.702485472,-78.77988257
BR11,7,1762,03/27/2007,09/20/2007,C.O. ISSUED,810 ENDHAVEN PL,35.826708183,-78.91663117
BR11,7,1815,03/27/2007,09/27/2007,C.O. ISSUED,807 ENDHAVEN PL,35.826998462,-78.9161864
BR11,7,1774,03/28/2007,09/19/2007,C.O. ISSUED,803 ENDHAVEN PL,35.82718747,-78.91632079
BR11,7,1968,03/28/2007,10/18/2007,C.O. ISSUED,522 BUXTON GRANT DR,35.821265564,-78.88773233
BR11,7,1817,03/28/2007,09/27/2007,C.O. ISSUED,811 ENDHAVEN PL,35.826820281,-78.91606794
BR11,7,1816,03/28/2007,09/28/2007,C.O. ISSUED,805 ENDHAVEN PL,35.827086478,-78.91625626
BR11,7,1765,03/28/2007,09/13/2007,C.O. ISSUED,818 ENDHAVEN PL,35.826173111,-78.91655469
BR11,7,1764,03/28/2007,09/12/2007,C.O. ISSUED,812 ENDHAVEN PL,35.82660141,-78.91654628
BR11,7,1766,03/28/2007,08/28/2007,C.O. ISSUED,820 ENDHAVEN PL,35.826073633,-78.91659375
BR11,7,1767,03/28/2007,08/30/2007,C.O. ISSUED,816 ENDHAVEN PL,35.826283404,-78.91651385
BR11,7,1858,03/28/2007,10/29/2007,C.O. ISSUED,341 BELROSE DR,35.784872543,-78.81562584
BR14,7,60,03/29/2007,03/29/2007,PERMIT PRINTED,103 DOVE COTTAGE LN,35.826773807,-78.89770487
BR14,7,62,03/29/2007,03/29/2007,PERMIT PRINTED,107 DOVE COTTAGE LN,35.826863919,-78.89768262
BR14,7,64,03/29/2007,03/29/2007,PERMIT PRINTED,111 DOVE COTTAGE LN,35.826951858,-78.89764709
BR14,7,65,03/29/2007,03/29/2007,PERMIT PRINTED,113 DOVE COTTAGE LN,35.826996542,-78.89762224
BR14,7,61,03/29/2007,03/29/2007,PERMIT PRINTED,105 DOVE COTTAGE LN,35.826815619,-78.89769508
BR14,7,63,03/29/2007,03/29/2007,PERMIT PRINTED,109 DOVE COTTAGE LN,35.826906449,-78.89766751
BR14,7,59,03/29/2007,03/29/2007,PERMIT PRINTED,101 DOVE COTTAGE LN,35.8267255,-78.89770936
BR11,7,1810,03/29/2007,09/20/2007,C.O. ISSUED,4816 HOMEPLACE DR,35.667153988,-78.75440651
BR14,7,1833,03/29/2007,09/12/2007,C.O. ISSUED,104 DUNGARVEN LP,35.801696911,-78.76486017
BR11,7,1675,03/30/2007,09/26/2007,C.O. ISSUED,8010 WADE GREEN PL,35.806357539,-78.91204306
BR11,7,1677,03/30/2007,09/26/2007,C.O. ISSUED,8022 WADE GREEN PL,35.807011734,-78.91332409
BR11,7,1753,03/30/2007,08/21/2007,C.O. ISSUED,307 CHURCHVIEW ST,35.762655921,-78.84130699
BR11,7,1837,03/30/2007,07/26/2007,C.O. ISSUED,319 NORTHLANDS DR,35.823230477,-78.90565012
BR11,7,1384,04/02/2007,07/12/2007,C.O. ISSUED,108 BROOKESBY CT,35.825485006,-78.91728673
BR11,7,1599,04/02/2007,07/26/2007,C.O. ISSUED,2100 ROLAND GLEN RD,35.781542867,-78.85772115
BR11,7,1803,04/02/2007,04/02/2007,PERMIT PRINTED,219 BEACON FALLS CT,35.819843493,-78.8891393
BR11,7,1814,04/02/2007,09/28/2007,C.O. ISSUED,809 ENDHAVEN PL,35.826911167,-78.91611654
BR11,7,1843,04/02/2007,08/03/2007,C.O. ISSUED,1016 BIANCO DR,35.799490648,-78.74418888
BR14,7,1834,04/02/2007,08/30/2007,C.O. ISSUED,106 DUNGARVEN LP,35.801784251,-78.76490771
BR11,7,1901,04/02/2007,04/02/2007,PERMIT PRINTED,1018 VENETIAN CT,35.724451915,-78.79701145
BR11,7,1554,04/03/2007,04/03/2007,PERMIT PRINTED,105 WESTONGATE WAY,35.813234922,-78.77813016
BR11,7,1620,04/03/2007,10/11/2007,C.O. ISSUED,400 BROADWING WAY,35.702016916,-78.78156527
BR11,7,1846,04/03/2007,07/30/2007,C.O. ISSUED,722 PIERSIDE DR,35.83001787,-78.84626157
BR11,7,1809,04/03/2007,09/21/2007,C.O. ISSUED,4820 HOMEPLACE DR,35.666622505,-78.75438692
BR11,7,1844,04/03/2007,08/07/2007,C.O. ISSUED,1013 BIANCO DR,35.799852728,-78.743554
BR11,7,1835,04/03/2007,10/09/2007,C.O. ISSUED,2829 CAMERON POND DR,35.824174337,-78.89015774
BR11,7,1969,04/03/2007,04/03/2007,PERMIT PRINTED,1111 GROGANS MILL DR,35.807140516,-78.90897505
BR11,7,1880,04/03/2007,04/03/2007,PERMIT PRINTED,406 MICKEY LN,35.808977929,-78.77310769
BR11,7,1839,04/04/2007,07/26/2007,C.O. ISSUED,323 NORTHLANDS DR,35.823218073,-78.90546156
BR11,7,1941,04/04/2007,09/18/2007,C.O. ISSUED,316 AMBERMORE PL,35.800033408,-78.85258511
BR11,7,1561,04/05/2007,09/26/2007,C.O. ISSUED,1420 MEDFIELD RD,35.802355926,-78.75784801
BR11,7,1794,04/05/2007,09/06/2007,C.O. ISSUED,707 WELLBROOK STATION RD,35.807294558,-78.91666977
BR14,7,1875,04/05/2007,08/07/2007,C.O. ISSUED,5019 HOMEPLACE DR,35.665062886,-78.75515157
BR11,7,1795,04/05/2007,08/27/2007,C.O. ISSUED,710 WELLBROOK STATION RD,35.807852528,-78.91648331
BR11,7,1796,04/05/2007,08/02/2007,C.O. ISSUED,703 WELLBROOK STATION RD,35.807064295,-78.91631063
BR14,7,1879,04/05/2007,08/07/2007,C.O. ISSUED,5011 HOMEPLACE DR,35.665457785,-78.75502313
BR14,7,1878,04/05/2007,08/07/2007,C.O. ISSUED,5013 HOMEPLACE DR,35.665354736,-78.75505614
BR14,7,1877,04/05/2007,08/07/2007,C.O. ISSUED,5015 HOMEPLACE DR,35.665260336,-78.75508735
BR14,7,1876,04/05/2007,08/07/2007,C.O. ISSUED,5017 HOMEPLACE DR,35.665165215,-78.75511857
BR11,7,1944,04/05/2007,08/23/2007,C.O. ISSUED,404 RENSFORD PL,35.823496384,-78.8111623
BR11,7,1881,04/05/2007,10/22/2007,C.O. ISSUED,118 HIGHCLERE LN,35.725941393,-78.80166264
BR11,7,1882,04/05/2007,04/05/2007,PERMIT PRINTED,102 MICHELANGELO WAY,35.722824161,-78.80253863
BR11,7,1826,04/05/2007,10/30/2007,C.O. ISSUED,5714 HIGHCROFT DR,35.796286408,-78.88815112
BR14,7,1399,04/09/2007,08/22/2007,C.O. ISSUED,246 LINDEN PARK LN,35.830440916,-78.86047292
BR14,7,1401,04/09/2007,08/17/2007,C.O. ISSUED,254 LINDEN PARK LN,35.830441984,-78.86077573
BR14,7,1403,04/09/2007,08/23/2007,C.O. ISSUED,248 LINDEN PARK LN,35.830441,-78.86054641
BR14,7,1400,04/09/2007,08/20/2007,C.O. ISSUED,244 LINDEN PARK LN,35.830440824,-78.86039234
BR14,7,1402,04/09/2007,08/24/2007,C.O. ISSUED,250 LINDEN PARK LN,35.830441807,-78.86062078
BR14,7,1406,04/09/2007,08/22/2007,C.O. ISSUED,252 LINDEN PARK LN,35.830441892,-78.86069516
