PERMIT_TYPE,APP_YR,APP_NUM,ISSUEDATE,STATUSDATE,STATUS,ADDRESS,Lon,Lat
BR14,2,3880,11/04/2002,06/27/2003,C.O. ISSUED,211 SAWGRASS HILL CT,35.81072202,-78.86935384
BR14,2,3881,11/04/2002,06/26/2003,C.O. ISSUED,209 SAWGRASS HILL CT,35.810729817,-78.86922813
BR11,2,3715,11/06/2002,11/26/2003,C.O. ISSUED,1104 DOMINION HILL DR,35.817307913,-78.86583124
BR11,2,3786,11/06/2002,05/05/2003,C.O. ISSUED,507 FRONTGATE DR,35.809315458,-78.91325434
BR11,2,3916,11/06/2002,04/15/2003,C.O. ISSUED,114 ROZELLE VALLEY LN,35.820573415,-78.86439248
BR11,2,3850,11/07/2002,08/20/2003,C.O. ISSUED,802 BELL ARBOR CT,35.798769242,-78.87932245
BR11,2,3882,11/07/2002,04/09/2003,C.O. ISSUED,1021 UPCHURCH FARM LN,35.7813035,-78.85590222
BR11,2,3883,11/07/2002,04/09/2003,C.O. ISSUED,1019 UPCHURCH FARM LN,35.781525572,-78.85588944
BR11,2,2499,11/12/2002,09/29/2003,C.O. ISSUED,107 JAVA CT,35.790659697,-78.86443732
BR11,2,3560,11/12/2002,04/09/2003,C.O. ISSUED,512 GRANT FOREST LN,35.817411913,-78.86796552
BR11,2,3885,11/12/2002,12/13/2003,C.O. ISSUED,111 LANTERN RIDGE LN,35.812216738,-78.90705103
BR11,2,3903,11/12/2002,04/28/2003,C.O. ISSUED,107 BALLATORE CT,35.797244461,-78.88031601
BR11,2,3974,11/12/2002,09/12/2003,C.O. ISSUED,113 MINTAWOOD CT,35.82004418,-78.90476852
BR11,2,3991,11/12/2002,05/20/2003,C.O. ISSUED,112 BALLATORE CT,35.798173568,-78.88070673
BR14,2,4046,11/15/2002,05/14/2003,C.O. ISSUED,370 BRIDGEGATE DR,35.811702015,-78.91106437
BR14,2,4043,11/18/2002,05/27/2003,C.O. ISSUED,364 BRIDGEGATE DR,35.811552861,-78.91120794
BR14,2,4044,11/18/2002,05/14/2003,C.O. ISSUED,366 BRIDGEGATE DR,35.811599694,-78.91115921
BR14,2,4045,11/18/2002,05/14/2003,C.O. ISSUED,368 BRIDGEGATE DR,35.811645813,-78.91111932
BR11,2,4060,11/18/2002,10/24/2003,C.O. ISSUED,229 BILLINGRATH TURN LN,35.768981568,-78.85865101
BR11,2,3779,11/20/2002,06/26/2003,C.O. ISSUED,116 FOREST GREEN DR,35.779568501,-78.77648901
BR11,2,3780,11/20/2002,05/14/2003,C.O. ISSUED,120 FOREST GREEN DR,35.779101251,-78.77648854
BR11,2,4047,11/20/2002,06/30/2003,C.O. ISSUED,106 BALLATORE CT,35.797932342,-78.88030614
BR14,2,4090,11/21/2002,03/24/2003,C.O. ISSUED,131 HILDA GRACE LN,35.78352169,-78.85425319
BR14,2,4091,11/21/2002,03/24/2003,C.O. ISSUED,135 HILDA GRACE LN,35.783316922,-78.85426507
BR14,2,4092,11/21/2002,03/24/2003,C.O. ISSUED,133 HILDA GRACE LN,35.783415701,-78.85425958
BR14,2,4093,11/21/2002,03/24/2003,C.O. ISSUED,137 HILDA GRACE LN,35.783211655,-78.85427145
BR11,2,4104,11/22/2002,04/28/2003,C.O. ISSUED,204 KELLY SPRINGS CT,35.792015223,-78.86437664
BR11,2,4109,11/22/2002,07/11/2003,C.O. ISSUED,506 BRIARDALE AVE,35.796704113,-78.88003624
BR11,2,4187,11/22/2002,04/22/2003,C.O. ISSUED,118 CANYON RUN,35.816450611,-78.78689717
BR11,2,4124,11/25/2002,05/29/2003,C.O. ISSUED,305 SOUTHMOOR OAKS CT,35.695614235,-78.80389291
BR11,2,4125,11/25/2002,07/03/2003,C.O. ISSUED,512 FRONTGATE DR,35.809678312,-78.91247408
BR14,2,4148,11/25/2002,04/25/2003,C.O. ISSUED,311 ROCKPORT RIDGE WAY,35.810684279,-78.86778883
BR14,2,4149,11/25/2002,04/25/2003,C.O. ISSUED,313 ROCKPORT RIDGE WAY,35.810805417,-78.86778952
BR14,2,4150,11/25/2002,04/25/2003,C.O. ISSUED,309 ROCKPORT RIDGE WAY,35.810581169,-78.867789
BR11,2,4170,11/25/2002,10/04/2003,C.O. ISSUED,301 DEVONHALL LN,35.709384568,-78.79980855
BR11,2,3714,11/26/2002,09/11/2003,C.O. ISSUED,1103 DOMINION HILL DR,35.816872468,-78.86589571
BR11,2,4105,11/26/2002,05/22/2003,C.O. ISSUED,114 MYERS FARM CT,35.791485736,-78.86160833
BR11,2,4097,12/02/2002,05/16/2003,C.O. ISSUED,101 LINDEMANS DR,35.797863342,-78.88201179
BR11,2,4262,12/02/2002,06/28/2004,C.O. ISSUED,115 EVANS ESTATES DR,35.807247268,-78.79161113
BR11,2,4258,12/03/2002,04/22/2003,C.O. ISSUED,3010 HERITAGE PINES DR,35.80859718,-78.86548011
BR11,2,4259,12/03/2002,03/26/2003,C.O. ISSUED,302 CANDLE TEA CT,35.761444221,-78.83404347
BR11,2,4260,12/03/2002,03/26/2003,C.O. ISSUED,304 CANDLE TEA CT,35.761271268,-78.83411902
BR11,2,4261,12/03/2002,03/31/2003,C.O. ISSUED,303 CANDLE TEA CT,35.760937369,-78.83408609
BR11,2,4240,12/09/2002,07/07/2003,C.O. ISSUED,207 ARDEN CREST CT,35.79834948,-78.7883079
BR11,2,4268,12/09/2002,08/21/2003,C.O. ISSUED,209 ARDEN CREST CT,35.798506312,-78.78810126
BR11,2,4269,12/09/2002,09/30/2003,C.O. ISSUED,301 ARDEN CREST CT,35.798911151,-78.78787362
BR11,2,4317,12/09/2002,01/20/2004,C.O. ISSUED,601 HOGANS VALLEY WAY,35.809340797,-78.83406202
BR11,2,4203,12/10/2002,05/21/2003,C.O. ISSUED,101 LANTERN RIDGE LN,35.813248599,-78.90804398
BR11,2,4263,12/10/2002,11/10/2003,C.O. ISSUED,107 ANSLEY WALK LN,35.695177273,-78.80256361
BR11,2,4295,12/10/2002,09/23/2003,C.O. ISSUED,307 MORGANFORD PL,35.693947473,-78.80413031
BR11,2,4342,12/10/2002,06/11/2003,C.O. ISSUED,205 MORGANFORD PL,35.693922331,-78.80284953
BR11,2,4318,12/11/2002,07/01/2003,C.O. ISSUED,304 LYNDEN VALLEY CT,35.811792289,-78.90833687
BR11,2,4331,12/11/2002,05/14/2003,C.O. ISSUED,205 KELLY SPRINGS CT,35.791522349,-78.864027
BR11,2,4491,12/16/2002,10/06/2003,C.O. ISSUED,304 EVANS ESTATES DR,35.806581548,-78.78940698
BR11,2,4477,12/17/2002,04/16/2003,C.O. ISSUED,1006 UPCHURCH FARM LN,35.783187431,-78.85633867
BR11,2,4494,12/17/2002,05/19/2003,C.O. ISSUED,419 KNOTTS VALLEY LN,35.807999851,-78.86521378
BR11,2,4447,12/18/2002,08/22/2003,C.O. ISSUED,111 RATTLE SNAP CT,35.797076857,-78.84888205
BR11,2,4499,12/18/2002,07/14/2003,C.O. ISSUED,111 ANSLEY WALK LN,35.694661163,-78.80267802
BR11,2,3840,12/19/2002,08/06/2003,C.O. ISSUED,111 OLD PROS WAY,35.806645918,-78.83705325
BR11,2,4441,12/19/2002,09/16/2003,C.O. ISSUED,126 BARCLAY VALLEY DR,35.819756102,-78.86342442
BR11,2,4427,12/20/2002,10/22/2003,C.O. ISSUED,210 ARDEN CREST CT,35.798096523,-78.78755712
BR11,2,3902,12/30/2002,10/14/2003,C.O. ISSUED,1517 GREEN LEVEL TO DURHAM RD,35.832461874,-78.89994762
BR11,2,4303,12/30/2002,06/09/2003,C.O. ISSUED,817 CARPENTER TOWN LN,35.820259755,-78.85992742
BR11,2,4595,12/30/2002,06/09/2003,C.O. ISSUED,105 CYPRESS CREEK CT,35.807244147,-78.86982241
BR11,2,4541,12/31/2002,04/08/2004,C.O. ISSUED,231 BILLINGRATH TURN LN,35.769213064,-78.8586798
BR11,2,4672,01/03/2003,06/18/2003,C.O. ISSUED,320 KNOTTS VALLEY LN,35.807168834,-78.86751575
BR11,2,4673,01/03/2003,06/18/2003,C.O. ISSUED,3001 HERITAGE PINES DR,35.808996768,-78.86624692
BR11,2,4603,01/09/2003,06/24/2003,C.O. ISSUED,212 SHILLINGS CHASE DR,35.697679006,-78.80097518
BR11,2,4605,01/09/2003,10/29/2003,C.O. ISSUED,214 SHILLINGS CHASE DR,35.697688104,-78.80124742
BR11,2,4650,01/13/2003,06/17/2003,C.O. ISSUED,503 HICKORYWOOD BLV,35.792872049,-78.85275216
BR11,2,4665,01/13/2003,10/23/2003,C.O. ISSUED,111 SIR WALKER LN,35.790323498,-78.86362546
BR11,3,80,01/17/2003,09/24/2003,C.O. ISSUED,104 LINDEMANS DR,35.797518587,-78.88266725
BR11,2,4428,01/21/2003,12/09/2003,C.O. ISSUED,110 BUCKHURST DR,35.798989363,-78.78931523
BR11,2,4518,01/21/2003,07/25/2003,C.O. ISSUED,404 TROYCOTT PL,35.81118294,-78.90730716
BR11,2,4508,01/29/2003,11/04/2003,C.O. ISSUED,509 COMMONS WALK CIR,35.819071102,-78.85899282
BR11,2,4509,01/29/2003,08/14/2003,C.O. ISSUED,102 HAMILTON HEDGE PL,35.823846984,-78.86181412
BR11,2,4688,01/30/2003,08/26/2003,C.O. ISSUED,128 LANTERN RIDGE LN,35.810339488,-78.90660261
BR11,3,217,01/30/2003,08/27/2003,C.O. ISSUED,115 RATTLE SNAP CT,35.796416886,-78.84871954
BR11,3,28,02/05/2003,05/30/2003,C.O. ISSUED,1017 UPCHURCH FARM LN,35.781740422,-78.85586693
BR11,3,211,02/05/2003,05/14/2003,C.O. ISSUED,1023 UPCHURCH FARM LN,35.781075686,-78.85593802
BR11,3,225,02/05/2003,07/24/2003,C.O. ISSUED,106 BUCKHURST DR,35.798755087,-78.78935478
BR11,3,180,02/07/2003,12/19/2003,C.O. ISSUED,300 SOUTHMOOR OAKS CT,35.696334011,-78.80397691
BR11,3,188,02/07/2003,06/21/2004,C.O. ISSUED,113 BATHGATE LN,35.828865717,-78.77761356
BR14,3,297,02/07/2003,08/25/2003,C.O. ISSUED,121 HILDA GRACE LN,35.783918014,-78.85463919
BR14,3,298,02/07/2003,05/27/2003,C.O. ISSUED,123 HILDA GRACE LN,35.783850836,-78.85453932
BR14,3,299,02/07/2003,05/27/2003,C.O. ISSUED,125 HILDA GRACE LN,35.783788712,-78.85444474
BR14,3,300,02/07/2003,05/27/2003,C.O. ISSUED,127 HILDA GRACE LN,35.783721533,-78.85434398
BR11,3,120,02/11/2003,06/19/2003,C.O. ISSUED,1115 DOMINION HILL DR,35.816937672,-78.86749709
BR11,3,420,02/11/2003,06/09/2003,C.O. ISSUED,2010 ROLAND GLEN RD,35.783545404,-78.85723004
BR11,3,421,02/11/2003,05/16/2003,C.O. ISSUED,114 TEALIGHT LN,35.761781536,-78.83446654
BR11,3,181,02/12/2003,01/22/2004,C.O. ISSUED,310 MORGANFORD PL,35.694521769,-78.8047742
BR11,3,182,02/12/2003,03/10/2004,C.O. ISSUED,302 SOUTHMOOR OAKS CT,35.696170001,-78.80422305
BR11,3,184,02/12/2003,02/04/2004,C.O. ISSUED,308 SOUTHMOOR OAKS CT,35.695517516,-78.80473114
BR11,3,185,02/12/2003,12/10/2003,C.O. ISSUED,203 MORGANFORD PL,35.693915321,-78.80252868
BR11,3,367,02/12/2003,05/19/2003,C.O. ISSUED,300 CANDLE TEA CT,35.761502168,-78.83370629
BR11,3,382,02/12/2003,09/30/2003,C.O. ISSUED,705 EVANVALE CT,35.710689321,-78.79956484
BR11,3,366,02/14/2003,06/25/2003,C.O. ISSUED,1001 GROGANS MILL DR,35.811513601,-78.90978542
BR11,3,423,02/14/2003,08/25/2003,C.O. ISSUED,113 ANSLEY WALK LN,35.6943987,-78.80268484
BR14,3,455,02/14/2003,07/28/2003,C.O. ISSUED,136 HILDA GRACE LN,35.78329942,-78.85470402
BR14,3,456,02/14/2003,06/26/2003,C.O. ISSUED,138 HILDA GRACE LN,35.783193431,-78.8547104
BR14,3,457,02/14/2003,06/26/2003,C.O. ISSUED,140 HILDA GRACE LN,35.783094652,-78.85471589
BR14,3,458,02/14/2003,06/26/2003,C.O. ISSUED,142 HILDA GRACE LN,35.782989384,-78.85472139
BR11,3,339,02/21/2003,06/19/2003,C.O. ISSUED,1003 GROGANS MILL DR,35.811386594,-78.90964924
BR11,3,506,02/21/2003,06/10/2003,C.O. ISSUED,304 MORAVIA LN,35.762229292,-78.83444705
BR11,3,426,02/24/2003,07/23/2003,C.O. ISSUED,106 CITRUS PL,35.78921782,-78.86144937
BR11,3,387,02/26/2003,05/23/2003,C.O. ISSUED,5634 CARY GLEN BLV,35.808971861,-78.91580409
BR11,3,388,02/26/2003,05/29/2003,C.O. ISSUED,5632 CARY GLEN BLV,35.809034539,-78.91572701
BR11,3,389,02/26/2003,06/09/2003,C.O. ISSUED,5630 CARY GLEN BLV,35.809096497,-78.91565082
BR11,3,550,02/26/2003,08/11/2003,C.O. ISSUED,1434 HOLT RD,35.767837088,-78.85852295
BR11,3,368,02/27/2003,07/10/2003,C.O. ISSUED,112 ROCKPORT RIDGE WAY,35.809967174,-78.86481746
BR11,3,494,02/28/2003,06/30/2003,C.O. ISSUED,2008 MILL GATE LN,35.810767351,-78.91082285
BR11,3,636,02/28/2003,01/15/2004,C.O. ISSUED,124 BARCLAY VALLEY DR,35.81975005,-78.86317123
BR11,3,617,03/03/2003,07/22/2003,C.O. ISSUED,115 TEALIGHT LN,35.76175857,-78.83507791
BR11,3,639,03/05/2003,07/28/2003,C.O. ISSUED,106 BETHABARA LN,35.76179142,-78.83378266
BR11,3,427,03/06/2003,07/23/2003,C.O. ISSUED,108 MYERS FARM CT,35.792050021,-78.86197464
BR11,2,4423,03/07/2003,08/06/2003,C.O. ISSUED,204 BURGWIN WRIGHT WAY,35.767666364,-78.85438262
BR11,3,629,03/07/2003,03/19/2004,C.O. ISSUED,104 ROSENBERRY HILLS DR,35.812516484,-78.80585791
BR11,3,467,03/10/2003,11/17/2003,C.O. ISSUED,105 PARMALEE CT,35.806750469,-78.85840353
BR14,3,666,03/11/2003,08/15/2003,C.O. ISSUED,430 SAWGRASS HILL CT,35.81024065,-78.86828882
BR14,3,667,03/11/2003,08/11/2003,C.O. ISSUED,432 SAWGRASS HILL CT,35.810342297,-78.8682683
BR14,3,668,03/11/2003,08/11/2003,C.O. ISSUED,434 SAWGRASS HILL CT,35.810442503,-78.86824866
BR11,3,705,03/11/2003,06/30/2003,C.O. ISSUED,206 CRYSTAL BROOK LN,35.809630277,-78.86597411
BR11,3,706,03/11/2003,12/25/2003,C.O. ISSUED,102 CRYSTAL BROOK LN,35.807539265,-78.86667864
BR11,2,2325,03/13/2003,10/07/2003,C.O. ISSUED,111 BRIDGEGATE DR,35.8099172,-78.91585622
BR11,3,673,03/14/2003,01/21/2004,C.O. ISSUED,1010 GROGANS MILL DR,35.810528636,-78.90978121
BR11,3,675,03/14/2003,07/16/2003,C.O. ISSUED,420 FRONTGATE DR,35.808208132,-78.91355826
BR11,3,653,03/17/2003,01/31/2004,C.O. ISSUED,103 BALLATORE CT,35.797419741,-78.87964752
BR11,3,650,03/19/2003,02/16/2004,C.O. ISSUED,107 ROZELLE VALLEY LN,35.820119067,-78.86366993
BR11,3,713,03/21/2003,11/20/2003,C.O. ISSUED,109 MAINSAIL DR,35.761641877,-78.80178392
BR11,3,789,03/21/2003,01/22/2004,C.O. ISSUED,307 SOUTHMOOR OAKS CT,35.69532879,-78.80395725
BR11,3,790,03/21/2003,09/26/2003,C.O. ISSUED,104 OXFORD CREEK RD,35.815867122,-78.91553398
BR11,3,495,03/24/2003,10/09/2003,C.O. ISSUED,311 BELLES LANDING CT,35.818138851,-78.91104313
BR11,3,496,03/24/2003,12/04/2003,C.O. ISSUED,220 WALFORD WAY,35.814951308,-78.90844129
BR11,3,676,03/24/2003,01/22/2004,C.O. ISSUED,2005 MILL GATE LN,35.810750318,-78.91021118
BR11,3,794,03/24/2003,03/31/2004,C.O. ISSUED,124 LANTERN RIDGE LN,35.811027378,-78.90660624
BR11,2,4690,03/25/2003,11/21/2003,C.O. ISSUED,1102 DOMINION HILL DR,35.817283121,-78.86557986
BR11,3,510,03/26/2003,06/09/2004,C.O. ISSUED,206 FOX BRIAR LN,35.737801233,-78.76385272
BR11,3,730,03/26/2003,09/12/2003,C.O. ISSUED,116 LANTERN RIDGE LN,35.811514283,-78.90685885
BR11,3,792,03/26/2003,09/11/2003,C.O. ISSUED,105 GREENWOOD CIR,35.765275833,-78.76968426
BR14,3,865,03/26/2003,08/22/2003,C.O. ISSUED,305 ROCKPORT RIDGE WAY,35.810433359,-78.86779544
BR14,3,866,03/26/2003,08/21/2003,C.O. ISSUED,301 ROCKPORT RIDGE WAY,35.810230066,-78.86783649
BR14,3,867,03/26/2003,08/22/2003,C.O. ISSUED,303 ROCKPORT RIDGE WAY,35.810331712,-78.86781597
BR11,3,391,03/27/2003,06/27/2003,C.O. ISSUED,5628 CARY GLEN BLV,35.809158455,-78.91557463
BR11,3,392,03/27/2003,06/27/2003,C.O. ISSUED,5626 CARY GLEN BLV,35.809220413,-78.91549755
BR11,3,808,03/27/2003,09/26/2003,C.O. ISSUED,112 ANSLEY WALK LN,35.694686874,-78.80341605
BR11,3,826,03/27/2003,07/29/2003,C.O. ISSUED,101 JAVA CT,35.79061319,-78.86347009
BR11,3,594,03/28/2003,11/21/2003,C.O. ISSUED,303 LYNDEN VALLEY CT,35.811550071,-78.90745723
BR11,3,843,03/28/2003,09/08/2003,C.O. ISSUED,305 ALDERSBROOK CT,35.814802552,-78.90625663
BR11,3,651,03/31/2003,09/25/2003,C.O. ISSUED,109 ROZELLE VALLEY LN,35.820124397,-78.86392312
BR14,3,799,03/31/2003,10/28/2003,C.O. ISSUED,300 PRESIDENTS WALK LN,35.822023078,-78.86086106
BR14,3,800,03/31/2003,10/31/2003,C.O. ISSUED,302 PRESIDENTS WALK LN,35.821932256,-78.86088778
BR14,3,801,03/31/2003,10/31/2003,C.O. ISSUED,304 PRESIDENTS WALK LN,35.821860178,-78.86091181
BR14,3,802,03/31/2003,11/13/2003,C.O. ISSUED,306 PRESIDENTS WALK LN,35.821786652,-78.86093052
BR14,3,803,03/31/2003,10/31/2003,C.O. ISSUED,308 PRESIDENTS WALK LN,35.821713124,-78.86094747
BR14,3,804,03/31/2003,10/31/2003,C.O. ISSUED,310 PRESIDENTS WALK LN,35.821620852,-78.86096711
BR11,3,897,04/01/2003,10/14/2003,C.O. ISSUED,416 SELWOOD PL,35.820457185,-78.90736912
BR11,3,919,04/01/2003,09/25/2003,C.O. ISSUED,301 SOUTHMOOR OAKS CT,35.695902531,-78.80336095
BR11,2,3498,04/02/2003,09/22/2003,C.O. ISSUED,801 PRESTON VILLAGE WAY,35.812608842,-78.86009736
BR11,3,365,04/03/2003,09/08/2003,C.O. ISSUED,1002 GROGANS MILL DR,35.811041494,-78.9100347
BR11,3,938,04/03/2003,12/29/2003,C.O. ISSUED,204 DEVONHALL LN,35.710585235,-78.79897538
BR11,3,833,04/04/2003,10/21/2003,C.O. ISSUED,501 FRONTGATE DR,35.80877635,-78.91359395
BR11,3,988,04/04/2003,09/09/2003,C.O. ISSUED,119 UPLANDS CREEK DR,35.810103207,-78.86788008
BR14,3,989,04/04/2003,09/09/2003,C.O. ISSUED,117 UPLANDS CREEK DR,35.809984988,-78.86791125
BR11,3,994,04/07/2003,12/11/2003,C.O. ISSUED,702 BRIARDALE AVE,35.795829528,-78.88306444
BR11,3,1060,04/10/2003,12/16/2003,C.O. ISSUED,105 GRANNON CT,35.818513335,-78.90846913
BR11,3,1092,04/10/2003,08/07/2003,C.O. ISSUED,301 CANDLE TEA CT,35.760875691,-78.83380224
BR11,3,1093,04/10/2003,08/07/2003,C.O. ISSUED,212 MORAVIA LN,35.762693652,-78.83391174
BR11,3,921,04/11/2003,09/24/2003,C.O. ISSUED,504 FRONTGATE DR,35.808855818,-78.91279541
BR11,3,940,04/11/2003,11/26/2003,C.O. ISSUED,100 POPLIN CT,35.81850584,-78.90619744
BR11,3,958,04/11/2003,10/21/2003,C.O. ISSUED,106 OXFORD CREEK RD,35.816061035,-78.91546207
BR11,3,1090,04/14/2003,12/16/2003,C.O. ISSUED,114 ANSLEY WALK LN,35.694417808,-78.80335306
BR14,3,984,04/15/2003,07/28/2003,C.O. ISSUED,120 HILDA GRACE LN,35.783550462,-78.85479826
BR14,3,985,04/15/2003,07/28/2003,C.O. ISSUED,118 HILDA GRACE LN,35.78355999,-78.85492744
BR14,3,986,04/15/2003,07/28/2003,C.O. ISSUED,116 HILDA GRACE LN,35.783568786,-78.85504777
BR14,3,987,04/15/2003,07/28/2003,C.O. ISSUED,114 HILDA GRACE LN,35.783578314,-78.85517784
BR11,3,1094,04/15/2003,08/04/2003,C.O. ISSUED,115 BETHABARA LN,35.760980116,-78.83318009
BR14,3,1173,04/15/2003,10/08/2003,C.O. ISSUED,101 UPLANDS CREEK DR,35.809331333,-78.86822834
BR14,3,1174,04/15/2003,08/20/2003,C.O. ISSUED,103 UPLANDS CREEK DR,35.809434445,-78.86822905
BR14,3,1175,04/15/2003,08/22/2003,C.O. ISSUED,105 UPLANDS CREEK DR,35.809536836,-78.86822977
BR11,3,1177,04/15/2003,09/25/2003,C.O. ISSUED,104 CRYSTAL BROOK LN,35.807725299,-78.86667922
BR11,3,920,04/16/2003,09/17/2003,C.O. ISSUED,421 WAVERLY HILLS DR,35.814375055,-78.91628182
BR11,3,948,04/16/2003,09/26/2003,C.O. ISSUED,419 FRONTGATE DR,35.808656074,-78.91379325
BR11,3,482,04/17/2003,09/08/2003,C.O. ISSUED,513 HICKORYWOOD BLV,35.792632156,-78.85413411
BR11,3,513,04/17/2003,09/18/2003,C.O. ISSUED,505 HICKORYWOOD BLV,35.792804601,-78.85302664
BR11,3,1129,04/17/2003,12/30/2003,C.O. ISSUED,210 DEVONHALL LN,35.710061223,-78.79910488
BR11,3,1125,04/22/2003,11/20/2003,C.O. ISSUED,404 NORTHWOODS DR,35.797630681,-78.79003126
BR11,3,1204,04/22/2003,09/11/2003,C.O. ISSUED,406 WAVERLY HILLS DR,35.812993149,-78.91575121
BR11,3,1148,04/23/2003,10/21/2003,C.O. ISSUED,105 LANTERN RIDGE LN,35.812835167,-78.90768946
BR11,3,397,04/24/2003,07/24/2003,C.O. ISSUED,5616 CARY GLEN BLV,35.809530201,-78.91511482
BR11,3,398,04/24/2003,07/17/2003,C.O. ISSUED,5614 CARY GLEN BLV,35.809592158,-78.91503862
BR11,3,1180,04/24/2003,09/26/2003,C.O. ISSUED,401 TROYCOTT PL,35.810594744,-78.90660497
BR11,3,1194,04/24/2003,09/11/2003,C.O. ISSUED,202 OXFORD CREEK RD,35.817968491,-78.91585049
BR11,3,1195,04/24/2003,05/03/2004,C.O. ISSUED,110 OXFORD CREEK RD,35.816468292,-78.91526246
BR11,3,1130,04/25/2003,09/19/2003,C.O. ISSUED,408 TROYCOTT PL,35.810866726,-78.90774128
BR11,3,1232,04/28/2003,09/24/2003,C.O. ISSUED,103 BILLINGTON CT,35.81271363,-78.85904905
BR11,3,1269,04/28/2003,11/26/2003,C.O. ISSUED,502 HOLLOWRIDGE CT,35.813838767,-78.90850275
BR11,3,1114,04/29/2003,09/17/2003,C.O. ISSUED,202 KENNONDALE CT,35.812924823,-78.90897385
BR11,3,1200,04/29/2003,12/16/2003,C.O. ISSUED,513 GRANT FOREST LN,35.81734211,-78.86743003
BR11,3,1226,04/29/2003,08/27/2003,C.O. ISSUED,200 MINTAWOOD CT,35.820130154,-78.9040637
BR11,3,1349,04/29/2003,10/22/2003,C.O. ISSUED,104 KYLIE SAVANNAH CT,35.772628014,-78.7807234
BR11,3,1176,04/30/2003,05/13/2004,C.O. ISSUED,109 ANSLEY WALK LN,35.69495319,-78.80267112
BR11,3,1267,04/30/2003,03/29/2004,C.O. ISSUED,118 WHEATSBURY DR,35.78343297,-78.84488645
BR11,3,1347,04/30/2003,10/27/2003,C.O. ISSUED,308 DEVONHALL LN,35.71001663,-78.80137099
BR11,3,1168,05/07/2003,11/10/2003,C.O. ISSUED,408 BURGWIN WRIGHT WAY,35.769850911,-78.85596509
BR11,3,1317,05/07/2003,06/03/2004,C.O. ISSUED,123 BRAELANDS DR,35.716257347,-78.76408002
BR11,3,1433,05/13/2003,03/31/2004,C.O. ISSUED,303 ARDEN CREST CT,35.799056272,-78.78756788
BR11,3,1539,05/14/2003,06/10/2004,C.O. ISSUED,101 BALLATORE CT,35.797526208,-78.87939423
BR11,3,1514,05/15/2003,02/20/2004,C.O. ISSUED,110 ANSLEY WALK LN,35.694968057,-78.8033915
BR11,3,1515,05/15/2003,11/05/2003,C.O. ISSUED,305 MORGANFORD PL,35.69394191,-78.80381033
BR11,3,1534,05/15/2003,02/23/2004,C.O. ISSUED,114 BUCKHURST DR,35.799169286,-78.78911738
BR11,3,1233,05/16/2003,11/10/2003,C.O. ISSUED,203 APRIL BLOOM LN,35.818450068,-78.86259975
BR11,3,1548,05/16/2003,08/26/2003,C.O. ISSUED,111 BETHABARA LN,35.761411305,-78.83317301
BR11,3,1716,05/19/2003,09/24/2003,C.O. ISSUED,306 HIGHWOOD PINES PL,35.817554657,-78.91488418
BR11,3,1350,05/20/2003,10/22/2003,C.O. ISSUED,106 KYLIE SAVANNAH CT,35.772429713,-78.78071952
BR11,3,1626,05/22/2003,10/28/2003,C.O. ISSUED,317 BELLES LANDING CT,35.818241276,-78.91208502
BR11,3,1680,05/27/2003,02/03/2004,C.O. ISSUED,713 EVANVALE CT,35.710518074,-78.80110895
BR11,3,1751,05/28/2003,09/25/2003,C.O. ISSUED,200 CANDIA LN,35.804706345,-78.88597173
BR11,3,1750,05/29/2003,04/13/2004,C.O. ISSUED,503 HOLLOWRIDGE CT,35.813630845,-78.90912089
BR11,3,1709,06/02/2003,10/04/2003,C.O. ISSUED,216 CANDIA LN,35.804617185,-78.88470608
BR11,3,1492,06/03/2003,09/25/2003,C.O. ISSUED,2121 ROLAND GLEN RD,35.779066396,-78.85742996
BR11,3,1493,06/03/2003,10/15/2003,C.O. ISSUED,2118 ROLAND GLEN RD,35.779512874,-78.85816716
BR11,3,1494,06/03/2003,10/07/2003,C.O. ISSUED,2109 ROLAND GLEN RD,35.780472244,-78.85723723
BR11,3,1720,06/03/2003,09/25/2003,C.O. ISSUED,3016 HERITAGE PINES DR,35.808742944,-78.86492839
BR14,3,1721,06/03/2003,10/30/2003,C.O. ISSUED,113 UPLANDS CREEK DR,35.809866871,-78.86803714
BR14,3,1722,06/03/2003,10/22/2003,C.O. ISSUED,111 UPLANDS CREEK DR,35.809772467,-78.86808687
BR14,3,1723,06/03/2003,10/22/2003,C.O. ISSUED,109 UPLANDS CREEK DR,35.809678784,-78.86813748
BR11,3,1777,06/03/2003,10/21/2003,C.O. ISSUED,107 BETHABARA LN,35.761845378,-78.83316592
BR11,3,1547,06/05/2003,12/08/2003,C.O. ISSUED,2124 ROLAND GLEN RD,35.778782369,-78.85810916
BR11,3,1837,06/05/2003,10/07/2003,C.O. ISSUED,2113 ROLAND GLEN RD,35.779956072,-78.85733105
BR11,3,1887,06/09/2003,12/30/2003,C.O. ISSUED,303 MORGANFORD PL,35.693934904,-78.80349036
BR14,3,1927,06/09/2003,01/07/2004,C.O. ISSUED,351 BRIDGEGATE DR,35.811535354,-78.91192323
BR14,3,1928,06/09/2003,01/07/2004,C.O. ISSUED,353 BRIDGEGATE DR,35.811582184,-78.91187006
BR14,3,1929,06/09/2003,11/18/2003,C.O. ISSUED,355 BRIDGEGATE DR,35.811627574,-78.91181956
BR14,3,1930,06/09/2003,11/10/2003,C.O. ISSUED,357 BRIDGEGATE DR,35.811674409,-78.91177259
